"job_title","job_link","area","industry","date_posted","search_term","salary","state","salary_annual","weekday"
"Analytics Consultant","/job/68275974?type=standout","South West Coast VIC","(Consulting & Strategy)",2023-06-21 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Trading Desk Quant Developer","/job/68292721?type=standout","Melbourne VIC","(Banking & Financial Services)",2023-06-22 19:35:00,"data-scientist","$155,000 – $200,000 per year","VIC",155000,"Thursday"
"Junior Data Retention Engineer","/job/67839022?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Customer Care Operator (Call Centre & Data Entry)","/job/68270381?type=promoted","Melbourne VIC","(Call Centre & Customer Service)",NA,"data-scientist","$63,357 - $66,271 per annum","VIC",63357,NA
"Senior Environment Advisor","/job/68291159?type=promoted","Canberra ACT","(Mining, Resources & Energy)",NA,"data-scientist",NA,"ACT",NA,NA
"General Manager Data and Analytics","/job/68215825?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-19 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Data Engineer - Azure, ADF, SSIS","/job/67791731?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","$166000","VIC",166000,"Monday"
"Production Support Lead - Data and Analytics","/job/67868591?type=standout","Canberra ACT","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist",NA,"ACT",NA,"Thursday"
"Channel Execution Lead","/job/67778082?type=standout","Melbourne VIC","(Consulting & Strategy)",2023-05-29 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Data Engineer","/job/67753864?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist","$900-1000 per day","VIC",900,"Friday"
"Web Data and Analytics Lead – EL 1","/job/68264682?type=standout","Melbourne VIC","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","VIC",112682,"Wednesday"
"Engineering Manager","/job/68316916?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist","Above market salary on offer","NSW",NA,"Friday"
"Data Operations Manager","/job/68189339?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Head of Data & Analytics","/job/68189195?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Analytics Specialist","/job/67943522?type=standout","Sydney NSW","(Consulting & Strategy)",2023-06-05 19:35:00,"data-scientist",NA,"NSW",NA,"Monday"
"Quantitative Analytics Specialist","/job/68225473?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-19 19:35:00,"data-scientist",NA,"QLD",NA,"Monday"
"Solution Architect | Data & Analytics","/job/68141361?type=standout","Canberra ACT","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist",NA,"ACT",NA,"Wednesday"
"Senior Analyst Programmer - Python","/job/68249993?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Technical Product Manager","/job/68316539?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist","$150000 - $160000 per annum","NSW",150000,"Friday"
"Technical Officer Data Management Support - Pharma","/job/68315143?type=standard","Melbourne VIC","(Engineering)",2023-06-23 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Senior Data Engineer","/job/67792657?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","$140k - $150k + super + bonus","VIC",140,"Monday"
"Senior Biostatistician","/job/68162393?type=standout","Brisbane QLD","(Community Services & Development)",2023-06-15 19:35:00,"data-scientist","17% superannuation","QLD",NA,"Thursday"
"Associate Research Fellow in Computational Statistics","/job/68025700?type=standout","Wollongong, Illawarra & South Coast NSW","(Education & Training)",2023-06-08 19:35:00,"data-scientist","$84,935 – $99,509 + 17% superannuation","NSW",84935,"Thursday"
"Senior Data Engineer (Azure)","/job/67862482?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist","Fantastic culture and career growth opportunities","NSW",NA,"Thursday"
"Computer Vision Engineer","/job/68336319?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-24 05:35:00,"data-scientist",NA,"NSW",NA,"Saturday"
"Senior Environment Advisor","/job/68291145?type=promoted","Tumut, Snowy & Monaro NSW","(Mining, Resources & Energy)",NA,"data-scientist",NA,"NSW",NA,NA
"Senior Environment Advisor","/job/68291109?type=promoted","Newcastle, Maitland & Hunter NSW","(Mining, Resources & Energy)",NA,"data-scientist",NA,"NSW",NA,NA
"AI Developer","/job/67770484?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-27 19:35:00,"data-scientist","$100,000 – $130,000 per year","VIC",1e+05,"Saturday"
"Research Scientist - Oat Classification","/job/68256440?type=standout","Perth WA","(Science & Technology)",2023-06-20 19:35:00,"data-scientist",NA,"WA",NA,"Tuesday"
"Research Fellow in High Energy Physics on the LHCb experiment","/job/68153906?type=standout","Melbourne VIC","(Education & Training)",2023-06-15 19:35:00,"data-scientist","$78,120 - $106,022 pa Level A (plus 17% super)","VIC",78120,"Thursday"
"Quantitative Geneticist - Aquaculture","/job/68063526?type=standout","Hobart TAS","(Science & Technology)",2023-06-10 19:35:00,"data-scientist","AU$105K - AU$114K pa + up to 15.4% superannuation","TAS",105,"Saturday"
"Analytics Lead","/job/67847947?type=standard","Sydney NSW","(Science & Technology)",2023-05-31 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"VCE Applied Computing and Data Analytics Teacher","/job/67928547?type=standout","Melbourne VIC","(Education & Training)",2023-06-05 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Data and Evidence Manager | Location: Sydney/Melbourne","/job/68050957?type=standard","Sydney NSW","(Community Services & Development)",2023-06-09 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Scientist - Cell Culture and Purification Development","/job/68227124?type=standout","Melbourne VIC","(Science & Technology)",2023-06-19 19:35:00,"data-scientist","Competitive salary + Super + Benefits","VIC",NA,"Monday"
"People Data and Analytics Lead","/job/68192575?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist","$900 - $990 p.d. + Super","NSW",900,"Friday"
"Statistical Analysts","/job/68177433?type=standout","Perth WA","(Science & Technology)",2023-06-16 19:35:00,"data-scientist","$70,166 - $78,983 (plus 15.4% super)","WA",70166,"Friday"
"Senior Data Solutions Designer","/job/67777703?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","$140k - $180k p.a. + Super + Bonus","NSW",140,"Monday"
"2023 Project Grace - Data & Business Analyst Graduate Program","/job/67841627?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist","$65,000 - $69,999 salary package","VIC",65000,"Wednesday"
"Web Data and Analytics Lead – EL 1","/job/68264676?type=standout","Adelaide SA","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","SA",112682,"Wednesday"
"Research Scientist (FMP Ecohydrology)","/job/68166410?type=standout","Perth WA","(Science & Technology)",2023-06-15 19:35:00,"data-scientist","PSCA, Spec Calling Level 2, $102,808 - $112,645","WA",102808,"Thursday"
"Data Engineering Manager","/job/67929840?type=standout","Canberra ACT","(Information & Communication Technology)",2023-06-05 19:35:00,"data-scientist",NA,"ACT",NA,"Monday"
"Senior Data Modeller","/job/67961106?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-06 19:35:00,"data-scientist","$180k - $200k p.a.","VIC",180,"Tuesday"
"Web Data and Analytics Lead – EL 1","/job/68264666?type=standout","Sydney NSW","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","NSW",112682,"Wednesday"
"EL 1 - Assistant Director, Fraud Data Analyst","/job/68311950?type=standout","Adelaide SA","(Government & Defence)",2023-06-23 19:35:00,"data-scientist",NA,"SA",NA,"Friday"
"Senior Analyst Programmer","/job/67897091?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-02 19:35:00,"data-scientist","$100,000 - $120,000 per annum base","NSW",1e+05,"Friday"
"Data Analyst Manager Wealth","/job/68159451?type=standout","Sydney NSW","(Banking & Financial Services)",2023-06-15 19:35:00,"data-scientist",NA,"NSW",NA,"Thursday"
"Senior Environment Advisor","/job/68291121?type=promoted","Melbourne VIC","(Mining, Resources & Energy)",NA,"data-scientist",NA,"VIC",NA,NA
"Billing Officer","/job/68030782?type=promoted","Adelaide SA","(Healthcare & Medical)",NA,"data-scientist",NA,"SA",NA,NA
"Research Scientist (Climate Adaptation Flora Ecologist)","/job/68241922?type=standout","Perth WA","(Science & Technology)",2023-06-20 19:35:00,"data-scientist","SCL2, $102,808 - $112,645 p.a. plus super","WA",102808,"Tuesday"
"Head of Data Driven Engagement","/job/68246276?type=standout","Sydney NSW","(Science & Technology)",2023-06-20 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Data Manager","/job/68266798?type=standout","Darwin NT","(Healthcare & Medical)",2023-06-21 19:35:00,"data-scientist","$98,868 - $115,887   super   salary packaging","NT",98868,"Wednesday"
"Scientist - Bioscience","/job/68046685?type=standout","Sydney NSW","(Science & Technology)",2023-06-09 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Senior Data Engineer - Azure","/job/67787345?type=standard","Brisbane QLD","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","$140k - $155k p.a. + super","QLD",140,"Monday"
"Manager, Investment Analytics","/job/68221203?type=standout","Melbourne VIC","(Government & Defence)",2023-06-19 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Coastal and Marine Geospatial Analyst","/job/68189954?type=standout","Hobart TAS","(Science & Technology)",2023-06-16 19:35:00,"data-scientist","$89,680 – $114,500 per year","TAS",89680,"Friday"
"Graduate","/job/68267809?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-21 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Configuration & Data Management Lead","/job/68225004?type=standout","Adelaide SA","(Engineering)",2023-06-19 19:35:00,"data-scientist","Permanent Role.  Benefits. Annual Bonus.","SA",NA,"Monday"
"Technical Officer Data Management Support","/job/68319236?type=standout","Melbourne VIC","(Engineering)",2023-06-23 19:35:00,"data-scientist","$70 per annum","VIC",70,"Friday"
"Technical Lead - Data","/job/68137270?type=standard","Canberra ACT","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$160000 - $200000 per annum","ACT",160000,"Wednesday"
"Senior Azure Data Engineer","/job/67821869?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist","$100 – $140 per hour","NSW",100,"Tuesday"
"Enterprise Data & Analytics Manager","/job/67957134?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-06 19:35:00,"data-scientist",NA,"QLD",NA,"Tuesday"
"Senior DevOps Engineer - Big Data Product","/job/68131852?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Lecturer in Computer Science | Artificial Intelligence (Auckland, NZ)","/job/68124622?type=standout","Melbourne VIC","(Education & Training)",2023-06-14 19:35:00,"data-scientist","L1 - L7 $91,328 - $109,099 per annum (NZD)","VIC",91328,"Wednesday"
"Senior IoT Systems Engineer","/job/68339467?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-24 17:35:00,"data-scientist","$120,000 – $150,000 per year salary package","VIC",120000,"Saturday"
"Azure Data Engineer","/job/67811024?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"Channel Data Operations Lead","/job/67941442?type=standout","Brisbane QLD","(Consulting & Strategy)",2023-06-05 19:35:00,"data-scientist",NA,"QLD",NA,"Monday"
"Web Data and Analytics Lead – EL 1","/job/68264668?type=standout","Canberra ACT","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","ACT",112682,"Wednesday"
"Coastal and Marine Geospatial Analyst","/job/68189958?type=standout","Canberra ACT","(Science & Technology)",2023-06-16 19:35:00,"data-scientist","$89,680 – $114,500 per year","ACT",89680,"Friday"
"Administration - Science Graduate","/job/68166347?type=promoted","Melbourne VIC","(Administration & Office Support)",NA,"data-scientist",NA,"VIC",NA,NA
"Science/Mathematics Teacher (the ability to teach Physics highly considered)","/job/68238355?type=promoted","Brisbane QLD","(Education & Training)",NA,"data-scientist",NA,"QLD",NA,NA
"Senior Data Engineer","/job/67758344?type=standard","Sydney NSW","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist","$150k - $155k + Super","NSW",150,"Friday"
"Web Data and Analytics Lead – EL 1","/job/68264653?type=standout","Albury Area NSW","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","NSW",112682,"Wednesday"
"Senior Data Engineer","/job/67742483?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Research Scientist (FMP Plant Ecologist)","/job/68116792?type=standout","Perth WA","(Science & Technology)",2023-06-13 19:35:00,"data-scientist","PSCA, Spec Calling Level 2, $102,808 - $112,645","WA",102808,"Tuesday"
"EL 1 - Assistant Director, Fraud Data Analyst","/job/68311949?type=standout","Brisbane QLD","(Government & Defence)",2023-06-23 19:35:00,"data-scientist",NA,"QLD",NA,"Friday"
"Azure Data Enginer","/job/67792216?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-29 19:35:00,"data-scientist","$140k - $155k p.a. +  Super & Benefits","VIC",140,"Monday"
"GCP Database Engineer","/job/68314764?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"VIC",NA,"Friday"
"Web Data and Analytics Lead – EL 1","/job/68264655?type=standout","South West Coast VIC","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","VIC",112682,"Wednesday"
"2023 Project Grace - Data & Business Analyst Graduate Program","/job/67841654?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist","$65,000 - $69,999 salary package","NSW",65000,"Wednesday"
"Environmental Specialist - Data and reporting","/job/68178329?type=standout","Brisbane QLD","(Science & Technology)",2023-06-16 19:35:00,"data-scientist",NA,"QLD",NA,"Friday"
"Senior Scala Engineer","/job/68325019?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Coastal and Marine Geospatial Analyst","/job/68189900?type=standout","Melbourne VIC","(Science & Technology)",2023-06-16 19:35:00,"data-scientist","$89,680 – $114,500 per year","VIC",89680,"Friday"
"Senior Analyst - GDW Specialist","/job/67826211?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist","$180000 - $200000 per annum","VIC",180000,"Tuesday"
"Data Analyst","/job/68153592?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-15 19:35:00,"data-scientist","$60,000 – $65,000 per year","VIC",60000,"Thursday"
"Channel Data Operations Lead","/job/67941440?type=standout","Melbourne VIC","(Consulting & Strategy)",2023-06-05 19:35:00,"data-scientist",NA,"VIC",NA,"Monday"
"Senior Data Engineer","/job/67751340?type=standard","Sydney NSW","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist","$160000 - $180000 per annum","NSW",160000,"Friday"
"Data Analysis Officer","/job/68240490?type=standout","Melbourne VIC","(Community Services & Development)",2023-06-20 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"ML Ops Engineer - Azure, Terraform IaC, Kubernetes","/job/68011888?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-08 19:35:00,"data-scientist","$130K-$150K + Super","NSW",130,"Thursday"
"Research Assistant / Research Officer","/job/68283366?type=standout","Melbourne VIC","(Healthcare & Medical)",2023-06-21 19:35:00,"data-scientist","$89,050 - $101,035 per annum","VIC",89050,"Wednesday"
"Data Analyst","/job/67881926?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist","$90k - $110k p.a. +  super","VIC",90,"Thursday"
"FIELD TEAM SUPERVISOR - (TRAFFIC SYSTEMS) - MELBOURNE","/job/68071474?type=promoted","Melbourne VIC","(Engineering)",NA,"data-scientist",NA,"VIC",NA,NA
"Marketing Manager","/job/68321035?type=promoted","Brisbane QLD","(Marketing & Communications)",NA,"data-scientist","$80,000 – $90,000 per year","QLD",80000,NA
"Senior Data Engineer - Power BI","/job/67772886?type=standout","Canberra ACT","(Information & Communication Technology)",2023-05-28 19:35:00,"data-scientist","$$$$$$$$$$$","ACT",NA,"Sunday"
"Data Analyst","/job/68153563?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-15 19:35:00,"data-scientist","$60,000 – $65,000 per year","QLD",60000,"Thursday"
"Data Analyst","/job/68153581?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-15 19:35:00,"data-scientist","$60,000 – $65,000 per year","NSW",60000,"Thursday"
"Engineer (Open Banking) - ANZPlus","/job/68240057?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"IT Audit and Data Analytics Manager","/job/68191495?type=standard","Sydney NSW","(Accounting)",2023-06-16 19:35:00,"data-scientist","$155k-$165k + Bonus","NSW",155,"Friday"
"Data Developer","/job/67904152?type=standard","Brisbane QLD","(Information & Communication Technology)",2023-06-02 19:35:00,"data-scientist",NA,"QLD",NA,"Friday"
"Senior Data Engineer","/job/67758588?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist","Above market salary on offer","NSW",NA,"Friday"
"Senior DevOps/Data Engineer","/job/68179863?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Medical Scientist","/job/68133226?type=standout","Sydney NSW","(Science & Technology)",2023-06-14 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Senior Data Analyst","/job/68313856?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Applications and Data Engineer (Projects)","/job/67867561?type=standout","Blue Mountains & Central West NSW","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist","$110,000 - $130,000 plus super","NSW",110000,"Thursday"
"Carbon and Productivity Analyst at Adelaide based Scale Up","/job/67808768?type=standout","Adelaide SA","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist",NA,"SA",NA,"Tuesday"
"Payroll Analytics & Performance Lead - Hawthorn East","/job/67986268?type=standard","Melbourne VIC","(Accounting)",2023-06-07 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Research Scientist - Antibody Engineering","/job/68015190?type=standout","Sydney NSW","(Science & Technology)",2023-06-08 19:35:00,"data-scientist",NA,"NSW",NA,"Thursday"
"Web Data and Analytics Lead – EL 1","/job/68264692?type=standout","Hobart TAS","(Marketing & Communications)",2023-06-21 19:35:00,"data-scientist","$112,682 to $ 122,848 + 15.4% Super","TAS",112682,"Wednesday"
"Manager - Aboriginal Data and Research","/job/68157493?type=standout","Melbourne VIC","(Government & Defence)",2023-06-15 19:35:00,"data-scientist",NA,"VIC",NA,"Thursday"
"Siemens Team Centre / CMTL - UI & Data Developer","/job/68299722?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-22 19:35:00,"data-scientist","$900 - $1100 per day","VIC",900,"Thursday"
"Scientist Application Specialist","/job/68255867?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"QLD",NA,"Tuesday"
"Data Analyst","/job/68175789?type=standard","Canberra ACT","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist",NA,"ACT",NA,"Friday"
"Data Platform Developer","/job/68053744?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-09 19:35:00,"data-scientist","$139000 per annum","NSW",139000,"Friday"
"Science/Mathematics Teacher - Permanent Position","/job/67944663?type=promoted","Brisbane QLD","(Education & Training)",NA,"data-scientist",NA,"QLD",NA,NA
"Medical Science Liaison -VIC North West","/job/67904540?type=promoted","Melbourne VIC","(Healthcare & Medical)",NA,"data-scientist",NA,"VIC",NA,NA
"Data Discovery and Engineering Officer","/job/67847191?type=standout","Canberra ACT","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist","$105,346 - $113,452 + Superannuation","ACT",105346,"Wednesday"
"Data and Analytics Lead","/job/67743341?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-26 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Monitoring & Analytics Engineer","/job/67968867?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-06 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"EL 1 - Assistant Director, Fraud Data Analyst","/job/68311946?type=standout","Canberra ACT","(Government & Defence)",2023-06-23 19:35:00,"data-scientist",NA,"ACT",NA,"Friday"
"Process Development Scientist","/job/68152698?type=standout","Adelaide SA","(Science & Technology)",2023-06-15 19:35:00,"data-scientist",NA,"SA",NA,"Thursday"
"Data Specialist Pool","/job/68187227?type=standout","Perth WA","(Science & Technology)",2023-06-16 19:35:00,"data-scientist","$110,309 – $136,891 per year","WA",110309,"Friday"
"Lead consultant","/job/68313736?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-23 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Data Analyst/Engineer","/job/68042620?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-09 19:35:00,"data-scientist","Leading Global Biotech - Access to great Tech!","NSW",NA,"Friday"
"Project Manager in Human Genome Informatics","/job/68133260?type=standout","Melbourne VIC","(Science & Technology)",2023-06-14 19:35:00,"data-scientist","$115,137 - $124,622 p.a. plus 17% super","VIC",115137,"Wednesday"
"Data Analyst","/job/68201005?type=standout","Canberra ACT","(Government & Defence)",2023-06-17 19:35:00,"data-scientist","$90/hr - $120/hr + Super","ACT",90,"Saturday"
"Game Mathematician","/job/67991581?type=standout","Sydney NSW","(Science & Technology)",2023-06-07 19:35:00,"data-scientist",NA,"NSW",NA,"Wednesday"
"Senior Python Quant Developer - Buy Side  - 12m initial contract","/job/67954854?type=standard","Melbourne VIC","(Information & Communication Technology)",2023-06-06 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"Data Analytics Security Engineer","/job/67953535?type=standout","Canberra ACT","(Information & Communication Technology)",2023-06-06 19:35:00,"data-scientist","Competitive annual salary with perks and benefits","ACT",NA,"Tuesday"
"VBA & Python Developer - Financial Services","/job/67997358?type=standard","Sydney NSW","(Information & Communication Technology)",2023-06-07 19:35:00,"data-scientist","WFH Hybrid Working | Great Culture | Bonus","NSW",NA,"Wednesday"
"Director, Data Platforms","/job/67811463?type=standard","Sydney NSW","(Information & Communication Technology)",2023-05-30 19:35:00,"data-scientist","$1350 - $1400 p.d. + Including Super","NSW",1350,"Tuesday"
"AI Product Owner - Deloitte Software Group","/job/68319951?type=standout","Sydney NSW","(Consulting & Strategy)",2023-06-23 19:35:00,"data-scientist",NA,"NSW",NA,"Friday"
"Mid Level Data Analyst - Data Mining and Python - Long Term contract","/job/67726056?type=standout","Sydney NSW","(Information & Communication Technology)",2023-06-23 18:35:00,"data-scientist","$75 – $80 per hour","NSW",75,"Friday"
"Livestock Data Analyst","/job/67830722?type=standout","Toowoomba & Darling Downs QLD","(Science & Technology)",2023-05-31 19:35:00,"data-scientist",NA,"QLD",NA,"Wednesday"
"Data Networks Common Operating Picture Manager","/job/68277095?type=standout","Canberra ACT","(Government & Defence)",2023-06-21 19:35:00,"data-scientist",NA,"ACT",NA,"Wednesday"
"Data Architect | Digital News & Media","/job/68255055?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"VIC",NA,"Tuesday"
"Solution Architect - Data","/job/68132108?type=standout","Mackay & Coalfields QLD","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$151K - $188K per annum + superannuation","QLD",151,"Wednesday"
"Senior Data Engineer - Power BI","/job/67772877?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-28 19:35:00,"data-scientist","$$$$$$$$$$$","NSW",NA,"Sunday"
"APS 6 - Sensitive Data Officer","/job/68097255?type=standout","Canberra ACT","(Government & Defence)",2023-06-13 19:35:00,"data-scientist","$85,607 - $97,790 (plus Super)","ACT",85607,"Tuesday"
"Senior Software Engineer – Data Platform","/job/67987035?type=standout","Melbourne VIC","(Information & Communication Technology)",2023-06-07 19:35:00,"data-scientist",NA,"VIC",NA,"Wednesday"
"Research Scientist – Fisheries Modelling","/job/68168761?type=standout","Adelaide SA","(Science & Technology)",2023-06-15 19:35:00,"data-scientist","$98,313 min to $103,936 max, plus superannuation","SA",98313,"Thursday"
"Data Architect | Digital News & Media","/job/68255112?type=standout","Brisbane QLD","(Information & Communication Technology)",2023-06-20 19:35:00,"data-scientist",NA,"QLD",NA,"Tuesday"
"Solution Architect - Data","/job/68132285?type=standout","Toowoomba & Darling Downs QLD","(Information & Communication Technology)",2023-06-14 19:35:00,"data-scientist","$151K - $188K per annum + superannuation","QLD",151,"Wednesday"
"Hazard Modeller","/job/67836024?type=standout","Canberra ACT","(Science & Technology)",2023-05-31 19:35:00,"data-scientist",NA,"ACT",NA,"Wednesday"
"Bioinformatics Research Scientist for Plant Health","/job/68227115?type=standout","Canberra ACT","(Science & Technology)",2023-06-19 19:35:00,"data-scientist",NA,"ACT",NA,"Monday"
"Credit Risk Data Lead","/job/67772555?type=standard","Sydney NSW","(Information & Communication Technology)",2023-05-28 19:35:00,"data-scientist","$700 - $1100 p.a. + plus super","NSW",700,"Sunday"
"Research Fellow (Bioinformatician) - Level A/B","/job/68139843?type=standout","Melbourne VIC","(Education & Training)",2023-06-14 19:35:00,"data-scientist","$75,115 - $127,432 pa Level A/B (17% super)","VIC",75115,"Wednesday"
"Geospatial Intelligence Officer","/job/68175947?type=standard","Canberra ACT","(Information & Communication Technology)",2023-06-16 19:35:00,"data-scientist",NA,"ACT",NA,"Friday"
"Data Technician","/job/68117817?type=standard","Brisbane QLD","(Information & Communication Technology)",2023-06-13 19:35:00,"data-scientist",NA,"QLD",NA,"Tuesday"
"Senior Data Analyst – Expression of Interest","/job/67884883?type=standard","Perth WA","(Information & Communication Technology)",2023-06-01 19:35:00,"data-scientist",NA,"WA",NA,"Thursday"
"Senior SQL Data Developer - GCP/Python CONTRACT up to $900-$1000 per day","/job/67850060?type=standout","Sydney NSW","(Information & Communication Technology)",2023-05-31 19:35:00,"data-scientist","$1000 per day","NSW",1000,"Wednesday"
"Data Engineer - ETL","/job/67906968?type=standout","Canberra ACT","(Information & Communication Technology)",2023-06-02 19:35:00,"data-scientist",NA,"ACT",NA,"Friday"
"Environment & Spatial Data Business Partner","/job/68255759?type=standout","Gosford & Central Coast NSW","(Mining, Resources & Energy)",2023-06-20 19:35:00,"data-scientist",NA,"NSW",NA,"Tuesday"
"Senior Data Policy Lead","/job/68302656?type=standout","Brisbane QLD","(Government & Defence)",2023-06-22 19:35:00,"data-scientist","$128,799 - $146,897 TRP incl superannuation","QLD",128799,"Thursday"
"Technical Data Manager","/job/68215159?type=standout","Sydney NSW","(Engineering)",2023-06-19 19:35:00,"data-scientist",NA,"NSW",NA,"Monday"
